	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YNL251C	gene-YNL251C	382.162514799743	1.98778471717567	0.47422499678843	4.19164896544349	2.76934259498712e-05	9.33796176098995e-05
gene-YEL068C	gene-YEL068C	58.6703077337732	-2.8127318751919	0.671016970285922	-4.19174476912765	2.76817316239507e-05	9.33796176098995e-05
gene-YLR130C	gene-YLR130C	768.38620460263	1.83141168923452	0.437108875924239	4.1898295598828	2.79164062748151e-05	9.40773254036779e-05
gene-YER053C-A	gene-YER053C-A	1528.13913121185	-2.01235332265867	0.480461021231648	-4.18837998033652	2.80952826298255e-05	9.46256873852146e-05
gene-YLR432W	gene-YLR432W	1647.08531236504	2.39016976646953	0.570709158915303	4.18806975344905	2.81337055495618e-05	9.46384353707696e-05
gene-YLR399C	gene-YLR399C	649.843970061088	1.71264365016733	0.408944787618581	4.18795813523046	2.81475421573981e-05	9.46384353707696e-05
gene-YLR300W	gene-YLR300W	1095.64775548991	1.65934143343626	0.396208488950549	4.18805118949221	2.81360063580247e-05	9.46384353707696e-05
gene-YDL239C	gene-YDL239C	82.3544377774412	-2.57958446719605	0.616088291798019	-4.18703699053861	2.82619779289256e-05	9.49686774123451e-05
gene-YPL058C	gene-YPL058C	616.458242926808	2.37915968509251	0.568424927094439	4.18553017590876	2.84501268071835e-05	9.55460967371984e-05
gene-YOL087C	gene-YOL087C	330.574236354108	-1.88463739171671	0.450296111987129	-4.18532903470989	2.84753322664112e-05	9.55759433148256e-05
gene-YML129C	gene-YML129C	288.682404575517	-1.90786642118229	0.455975703783904	-4.18414052623836	2.86247008133598e-05	9.60222638395467e-05
gene-YLL016W	gene-YLL016W	264.596526596701	-2.62959208595962	0.628833647481477	-4.18169749104762	2.8934077253488e-05	9.70045165848193e-05
gene-YCL061C	gene-YCL061C	79.8492779295863	-2.78910956248014	0.667036605038841	-4.18134408428415	2.89790935991738e-05	9.70998576718311e-05
gene-YMR316W	gene-YMR316W	674.1668092167	-2.13371519583616	0.510386387558707	-4.18058797775191	2.90756288393219e-05	9.73676147009195e-05
gene-YKL216W	gene-YKL216W	907.179201469717	1.81249075193236	0.433660751827224	4.179513004798	2.92134014318629e-05	9.77416769707414e-05
gene-YJR065C	gene-YJR065C	1064.76003389425	-1.71641152129851	0.410678198865334	-4.17945614361998	2.92207062277221e-05	9.77416769707414e-05
gene-YCR048W	gene-YCR048W	209.950682246374	2.07367693703313	0.49636390579456	4.17773515121667	2.94426205890148e-05	9.84277561585958e-05
gene-YGR167W	gene-YGR167W	852.562838873737	-1.70339637055408	0.407826053916147	-4.17677182268574	2.95675358658881e-05	9.87889660961247e-05
gene-YBL071C	gene-YBL071C	185.879504790969	2.09004415200368	0.500438766672875	4.17642335324892	2.96128460050849e-05	9.88839447273558e-05
gene-YKR041W	gene-YKR041W	32.9818240518015	2.8816209162264	0.691473577445274	4.16736229730262	3.08144542166736e-05	0.000102837754043907
gene-YEL016C	gene-YEL016C	167.399269808342	1.89400409136672	0.454689759671588	4.16548657866127	3.10689201999789e-05	0.000103627941692071
gene-YDR357C	gene-YDR357C	157.909203910362	-2.26082340237431	0.542789060784434	-4.16519706404361	3.11083741246727e-05	0.000103700482212981
gene-YKR065C	gene-YKR065C	451.845411349671	-1.77440140765465	0.426050681141649	-4.16476603886643	3.11672007694676e-05	0.000103837482882123
gene-YLR273C	gene-YLR273C	60.4959488947717	-2.66431704374343	0.639795708835425	-4.16432465386975	3.12275508686485e-05	0.000103979400476222
gene-YBR255C-A	gene-YBR255C-A	210.033553827112	-2.0913459971494	0.502518848537275	-4.16172647700053	3.15850535507159e-05	0.000105110033321899
gene-YER107C	gene-YER107C	177.482040668164	1.97587925358239	0.475336544417111	4.15680064322708	3.22735378798657e-05	0.00010734021088153
gene-YPR017C	gene-YPR017C	79.5602646684093	2.1987952341442	0.529119264074472	4.15557584732868	3.24469279980201e-05	0.000107794473785822
gene-YLR218C	gene-YLR218C	66.9482959383974	-2.51881596543637	0.606114837661285	-4.15567448431935	3.24329315998406e-05	0.000107794473785822
gene-YML088W	gene-YML088W	284.210717875416	1.7896450198046	0.430909806778679	4.15317774543894	3.27889849889323e-05	0.00010886909585044
gene-YJL151C	gene-YJL151C	1582.02649231614	-1.92251598790351	0.463023292659585	-4.15209346566707	3.29447649844411e-05	0.000109324356098511
gene-YBR065C	gene-YBR065C	242.416307592028	2.01412673581069	0.485436247226333	4.14910659704324	3.33775367475001e-05	0.000110697753527807
gene-YKL168C	gene-YKL168C	245.13154309361	-2.03076459641601	0.489983430967898	-4.14455768923553	3.4047023862796e-05	0.000112854226804978
gene-YHR064C	gene-YHR064C	2292.66024381788	1.68892630056201	0.407857768994459	4.14096881058787	3.45841989058358e-05	0.000114569939474819
gene-YGR152C	gene-YGR152C	197.91539964762	2.9046274764112	0.701489027364616	4.14065988647524	3.46308122992701e-05	0.000114659506860839
gene-YFR050C	gene-YFR050C	984.810855783507	-1.73837217932987	0.419883092229283	-4.14013379319548	3.47103315907069e-05	0.000114857859958627
gene-YGL197W	gene-YGL197W	434.451806752168	-1.92384013168665	0.464764100313925	-4.13939056477726	3.48229665648775e-05	0.000115165508283731
gene-YGR271C-A	gene-YGR271C-A	522.563012233688	2.35108052046662	0.568664712250173	4.13438792634685	3.55901877621152e-05	0.000117636416322071
gene-YML121W	gene-YML121W	667.59743360535	1.67660328761555	0.405554693514796	4.13409908558828	3.56349719365064e-05	0.000117718009380777
gene-YNR062C	gene-YNR062C	29.7068800444369	3.04321376824967	0.736204963599104	4.1336501636341	3.57046826076176e-05	0.000117881807233831
gene-YOL095C	gene-YOL095C	65.8966091056211	2.26653901714369	0.548422534414897	4.13283349044333	3.58318315757462e-05	0.000118234950726279
gene-YKL100C	gene-YKL100C	394.005011625624	-1.78185136538604	0.43150667639721	-4.12937148565881	3.63756259484015e-05	0.000119961734898529
gene-YKL008C	gene-YKL008C	398.768555504172	1.83533839620325	0.44459681238095	4.12809616509497	3.65779147448942e-05	0.000120560971671832
gene-YGR119C	gene-YGR119C	721.718867875177	1.66459392516324	0.403376534064444	4.12665037400837	3.68085349411548e-05	0.000121252862289282
gene-YNL021W	gene-YNL021W	179.730392043048	2.23068321910271	0.540845252629495	4.12443893749186	3.71639568033841e-05	0.000122262433326859
gene-YJL076W	gene-YJL076W	541.970754585738	1.68855324148226	0.409414186489078	4.12431541750522	3.7183904693188e-05	0.000122262433326859
gene-YDL100C	gene-YDL100C	809.6012862891	-1.7091819310348	0.414400939401159	-4.12446442207563	3.71598424289224e-05	0.000122262433326859
gene-YHR137W	gene-YHR137W	433.472089610972	-2.27932033732926	0.552666335312957	-4.12422503722532	3.7198507117716e-05	0.000122262433326859
gene-YDR313C	gene-YDR313C	404.334312915199	-1.76625773779624	0.428546711848597	-4.12150575179364	3.76404071744879e-05	0.000123645465407165
gene-YLR291C	gene-YLR291C	611.197124260024	1.70553416735752	0.413921734031365	4.12042670663019	3.78171357690482e-05	0.000124156370066881
gene-YDL237W	gene-YDL237W	344.85246200878	-1.76371775984998	0.428196385501997	-4.11894593127469	3.80609432303348e-05	0.000124886803641496
gene-YIL152W	gene-YIL152W	220.712935135097	-2.02329790224894	0.491261487716573	-4.11857626302726	3.81220408864743e-05	0.000125017241585711
gene-YBR047W	gene-YBR047W	223.463015669117	-1.98139166005841	0.481247090600202	-4.11720236601796	3.83499314413317e-05	0.000125694207303794
gene-YDR274C	gene-YDR274C	90.9597145251056	-2.67633086037162	0.650535387788068	-4.11404346421738	3.88788181661391e-05	0.000127356397091206
gene-YNL066W	gene-YNL066W	280.546430299717	1.76565126529923	0.42944370320286	4.11148481659114	3.93122731542366e-05	0.000128704295061131
gene-YCR065W	gene-YCR065W	63.5538982423117	2.46698776532651	0.600074351285603	4.11113682836339	3.93715781956588e-05	0.000128826443291605
gene-YMR202W	gene-YMR202W	278.792671548124	2.11247070027976	0.513938351787882	4.11035816441976	3.95045878077089e-05	0.000129189486761447
gene-YNL050C	gene-YNL050C	476.334708283553	1.68300057373973	0.409530294943633	4.10958748234089	3.96366538284434e-05	0.000129549041000666
gene-YLR086W	gene-YLR086W	234.414181215695	-1.98946526011851	0.484343039414405	-4.10755414700265	3.9987105334331e-05	0.000130621570520455
gene-YER054C	gene-YER054C	211.772842903334	-2.62681957658713	0.639543927811623	-4.10733252612612	4.0025479587176e-05	0.000130674043445981
gene-YMR089C	gene-YMR089C	517.409282784817	-1.80407821386606	0.439356679900369	-4.10618137016869	4.02253682216138e-05	0.000131253471684675
gene-YJL205C	gene-YJL205C	134.966595694775	-2.1405442179501	0.521357250657203	-4.10571487257884	4.03066410654202e-05	0.000131445432472253
gene-YLR277C	gene-YLR277C	206.655600224357	1.90854776395853	0.464983057785747	4.10455334232402	4.0509679520972e-05	0.000132034052840475
gene-YJL078C	gene-YJL078C	343.309298511622	-1.88992226022548	0.460529803581656	-4.10380011353679	4.06418641975512e-05	0.000132391211682457
gene-YCL037C	gene-YCL037C	41.3800763500411	2.58955231409975	0.631243885940735	4.10230082504573	4.09061945796144e-05	0.000133178199918178
gene-YBR016W	gene-YBR016W	640.17900089192	-1.78343692923099	0.434875518510065	-4.1010285778819	4.1131775370252e-05	0.000133838226857537
gene-YLR201C	gene-YLR201C	436.970225107674	-1.721920367615	0.41991501031649	-4.10064018982599	4.120087488358e-05	0.000133988630867922
gene-YKL218C	gene-YKL218C	133.09376526296	-2.04034037395058	0.497689980709752	-4.0996211558064	4.13826988972304e-05	0.000134505253851875
gene-YER052C	gene-YER052C	462.846046388719	2.55963939222942	0.624458712982955	4.09897298093955	4.14987471981646e-05	0.000134807633022546
gene-YCL038C	gene-YCL038C	174.39124858198	-2.37382515526561	0.580139310293512	-4.09181917712939	4.28002339326698e-05	0.000138958409170536
gene-YGL215W	gene-YGL215W	1610.75827670748	1.77117087750372	0.433272867259462	4.08788782160936	4.35318550585867e-05	0.000141255443256589
gene-YIL065C	gene-YIL065C	421.088099133658	-1.89598029309911	0.46412758260691	-4.08504119158308	4.40689980148354e-05	0.000142919225566385
gene-YKR080W	gene-YKR080W	1063.86794468892	2.08347721848978	0.51013463566398	4.08417126152976	4.42343990792247e-05	0.000143376245382966
gene-YLR154C	gene-YLR154C	65.027164167986	-2.63761561289026	0.645973639664623	-4.08316292017683	4.44268532730169e-05	0.000143920398019945
gene-YDR329C	gene-YDR329C	663.873415326318	-1.85075447029932	0.453322487987455	-4.08264429703416	4.4526147820574e-05	0.000144162326028249
gene-YNR047W	gene-YNR047W	562.350321824188	-1.68932685155004	0.413839441996403	-4.0820827599239	4.46338959109535e-05	0.000144431341630085
gene-YDR330W	gene-YDR330W	475.082056146886	-1.92009933919847	0.47042399430308	-4.08163563604582	4.47198671223567e-05	0.000144629630997042
gene-YFL039C	gene-YFL039C	5564.62807445576	-1.6680649804008	0.409214184274348	-4.07626383567019	4.57650902399274e-05	0.000147928329765593
gene-YOR067C	gene-YOR067C	151.087715340081	1.88230200608424	0.461824673844352	4.07579350495817	4.58577000706677e-05	0.000148145917988914
gene-YER094C	gene-YER094C	641.895564560092	-1.83778147738123	0.451713570703481	-4.06846638350746	4.73235868538486e-05	0.000152797270233181
gene-YBR182C	gene-YBR182C	92.1536913123388	2.0594842249614	0.506761710501927	4.06400914331424	4.82369349496515e-05	0.000155660456198407
gene-YIL062C	gene-YIL062C	547.597155984541	-2.00763413318679	0.494022355078488	-4.06385280453113	4.82692722638209e-05	0.000155679035049119
gene-YGR250C	gene-YGR250C	1271.30689379941	-2.15125587728467	0.529398506750821	-4.06358508732482	4.83246949695213e-05	0.000155772007945232
gene-YFR036W	gene-YFR036W	135.821943364154	1.9402483591657	0.477576736169715	4.06269445770532	4.85095072636544e-05	0.000156281729396713
gene-YPL108W	gene-YPL108W	116.878797461779	2.09709101180354	0.51632730712466	4.06155355888861	4.8747231350949e-05	0.000156961261144864
gene-YNL107W	gene-YNL107W	214.34388547037	1.88679401757117	0.464770569471243	4.0596245578065	4.91516829815867e-05	0.000158176597375359
gene-YLR342W	gene-YLR342W	1862.98380385326	1.98435319207322	0.48892591522325	4.05859687590326	4.93684527178691e-05	0.000158786945397342
gene-YDR425W	gene-YDR425W	221.268972718867	-1.98928744954711	0.490379404222296	-4.05662928014273	4.9786010162047e-05	0.000160042075477009
gene-YOR384W	gene-YOR384W	146.043059596404	-2.42229469580907	0.597423741102077	-4.05456718432485	5.02272136904372e-05	0.000161371799552875
gene-YAL027W	gene-YAL027W	149.419358369554	-1.94500040924485	0.480013832645969	-4.05196741627938	5.07887395762436e-05	0.000163086429659023
gene-YDR335W	gene-YDR335W	687.395586583018	-1.71106159612507	0.422469470347605	-4.05014259306648	5.11864328864409e-05	0.000164273390364868
gene-YNCM0026C	gene-YNCM0026C	19.7939634364382	3.489770687172	0.862707490197762	4.04513780953962	5.22923539640575e-05	0.000167730732293256
gene-YGL045W	gene-YGL045W	631.425084559583	-1.65749252384067	0.409810962445654	-4.04452949220575	5.24283085914663e-05	0.000168074769250256
gene-YDR272W	gene-YDR272W	1106.96048893542	-1.76841101468093	0.437731421043636	-4.03994534014648	5.34636599479622e-05	0.0001713001402162
gene-YJL074C	gene-YJL074C	124.53210166118	-2.83438008847359	0.701635189553387	-4.03967778508624	5.35246829343441e-05	0.000171401896088821
gene-YHL012W	gene-YHL012W	107.850024152984	2.31470379535528	0.573209865760019	4.03814367759742	5.38758526161064e-05	0.000172432168728161
gene-YLL010C	gene-YLL010C	192.273572971766	1.88336213220103	0.466576902681031	4.03655243407658	5.42424070216988e-05	0.00017351052863249
gene-YFL022C	gene-YFL022C	1181.33852998535	1.67651937174783	0.415497047247974	4.03497301088462	5.46085742475262e-05	0.000174586473454018
gene-YML006C	gene-YML006C	215.0798127581	2.1513770754011	0.533260753694691	4.03438104247371	5.47464162429003e-05	0.00017493167481433
gene-YNL045W	gene-YNL045W	493.759716738273	-1.79314117872226	0.44531810991613	-4.02665227124937	5.65766057128561e-05	0.000180681123042638
gene-YMR209C	gene-YMR209C	153.87098355789	1.9216548114464	0.477365551897993	4.02554144052906	5.68443681537654e-05	0.000181437310232482
gene-YGL163C	gene-YGL163C	375.594011229237	1.81786216640881	0.451911250676959	4.022608783662	5.75570557629812e-05	0.000183562824327813
gene-YGR136W	gene-YGR136W	1196.00742425871	-1.64092887153855	0.40793313984692	-4.0225436750599	5.75729739269579e-05	0.000183562824327813
gene-YLL046C	gene-YLL046C	40.3831670766389	2.78113904018392	0.69153225518247	4.02170545096278	5.7778281016127e-05	0.000184117188199922
gene-YLR328W	gene-YLR328W	405.291958393321	2.17429985454509	0.540734505411603	4.02101185107473	5.79486892262058e-05	0.000184559800325116
gene-YAR050W	gene-YAR050W	52.4851790783806	-2.68108479175353	0.666908488989823	-4.02016893774229	5.81564225083998e-05	0.000185120742734618
gene-YDL108W	gene-YDL108W	207.141677170258	1.80979413560444	0.450265141269672	4.01939650602559	5.83474049222735e-05	0.000185627784155218
gene-YPL191C	gene-YPL191C	101.358067072735	-2.38727609825223	0.593961896915125	-4.01924115107566	5.83858878426858e-05	0.000185649373015532
gene-YML106W	gene-YML106W	830.774597425693	1.65340265163782	0.411468380681877	4.01829819559363	5.8619983240824e-05	0.000186292589170649
gene-YCR069W	gene-YCR069W	649.979162358858	-1.85324717303592	0.461289479166212	-4.01753618223787	5.88098075787009e-05	0.000186794491859247
gene-YNL223W	gene-YNL223W	159.473402079443	-2.02036213022189	0.50409883949899	-4.00786903661566	6.12690779320599e-05	0.000194500265283509
gene-YER005W	gene-YER005W	308.405879100647	1.72667984752786	0.431143098808796	4.00488805758112	6.20468566258527e-05	0.000196862643151473
gene-YOR168W	gene-YOR168W	1463.43498456355	1.57429459140246	0.393346347287255	4.00231145467528	6.27266505415648e-05	0.000198911744570625
gene-YPL112C	gene-YPL112C	522.124942665883	1.6302050466231	0.407455190237946	4.00094313603194	6.3090519060095e-05	0.000199957343146632
gene-YLR287C-A	gene-YLR287C-A	3900.3365430868	1.5674825972811	0.391845590042018	4.0002558076844	6.32740490848293e-05	0.000200430560026958
gene-YHL017W	gene-YHL017W	168.453002732071	1.88474228362371	0.471223923454694	3.99967444310988	6.34296791307547e-05	0.000200814935496665
gene-YGL144C	gene-YGL144C	126.68081520905	2.33147312221252	0.583192377737802	3.99777708216333	6.39401234377003e-05	0.000202321611547602
gene-YOR048C	gene-YOR048C	523.188042264149	1.68368101155779	0.421188397150678	3.99745345063592	6.40275768036012e-05	0.000202488940247674
gene-YOL103W	gene-YOL103W	286.731427199624	1.85068494648696	0.463100399912397	3.99629312960439	6.43420562481613e-05	0.000203373676980831
gene-YDR404C	gene-YDR404C	223.841192849683	1.74895727631047	0.4378523616251	3.99439955015698	6.48584110751883e-05	0.000204895206940333
gene-YBL007C	gene-YBL007C	759.134476039847	-1.64176716628209	0.411224228188115	-3.99238919728986	6.54108996050666e-05	0.000206529185437669
gene-YDL086W	gene-YDL086W	1077.5705983594	-1.75896741648651	0.440723090548382	-3.99109430435756	6.5769119546754e-05	0.000207548347621411
gene-YPL242C	gene-YPL242C	296.282495786338	-1.77389001020422	0.444613829666826	-3.98973196927657	6.61480005032855e-05	0.000208631577247034
gene-YJL088W	gene-YJL088W	404.951327931394	2.82100134392182	0.707338253059591	3.98819282248568	6.65785397178022e-05	0.000209876483922049
gene-YLR017W	gene-YLR017W	842.240662440857	1.59048253876377	0.398843967667263	3.98773121244907	6.670818005643e-05	0.000210172033668914
gene-YPL223C	gene-YPL223C	468.086715474911	-2.91275663110673	0.730664640465021	-3.98644804989188	6.70698044702283e-05	0.000211197766011896
gene-YNR055C	gene-YNR055C	555.074424539473	1.69724093068625	0.426251036249224	3.98178722477964	6.83989990898731e-05	0.000215267564572481
gene-YCL034W	gene-YCL034W	626.408530443173	-1.7133303288406	0.430404780289727	-3.9807418674283	6.87005216918419e-05	0.000216100405772888
gene-YMR041C	gene-YMR041C	334.435237940855	-1.85841990744198	0.466880573833992	-3.98050381959728	6.87693597301401e-05	0.000216200826591213
gene-YAL030W	gene-YAL030W	301.451599406288	-1.75944438475227	0.442067485534705	-3.98003572378575	6.89049128151079e-05	0.000216510769505412
gene-YIL040W	gene-YIL040W	140.358952700352	1.98676870963752	0.499221318153677	3.97973531456028	6.89920396770113e-05	0.000216668298331504
gene-YOL157C	gene-YOL157C	25.1579991009347	-3.97477595810443	0.998871217213036	-3.9792676869742	6.91278718616178e-05	0.000216978534562431
gene-YHR004C	gene-YHR004C	275.673267087144	-1.78618921622443	0.448933791396549	-3.97873639822907	6.92825027826544e-05	0.000217347412318161
gene-YNL282W	gene-YNL282W	119.144204658155	1.94188098160375	0.488182150263802	3.97777956558716	6.95618134610538e-05	0.000218106820900103
gene-YMR201C	gene-YMR201C	270.515677213319	-1.81549549236144	0.45665825150883	-3.97561083449805	7.01988404327589e-05	0.000219986414347067
gene-YKL210W	gene-YKL210W	839.864795266039	-1.76080059192918	0.443667219253914	-3.96874169538648	7.22531496166881e-05	0.000226303046687135
gene-YMR144W	gene-YMR144W	63.0978698038633	-2.69063218022968	0.678455775001933	-3.96581808183741	7.3144635823563e-05	0.000228972812409732
gene-YOR317W	gene-YOR317W	3085.09221697409	-2.00915421609953	0.50671525585201	-3.96505570514404	7.33788088301563e-05	0.000229583164165719
gene-YDL170W	gene-YDL170W	629.153210766674	1.87381542767103	0.473033889274909	3.96127100014612	7.45518606758628e-05	0.000233128802978392
gene-YLR052W	gene-YLR052W	260.929188475677	1.753249705283	0.442717300055943	3.96020147634044	7.48865549962696e-05	0.000234050454969664
gene-YEL017C-A	gene-YEL017C-A	580.522643833341	1.75236677575508	0.442511101684504	3.96005155369969	7.49335848396315e-05	0.000234072536749718
gene-YER169W	gene-YER169W	1170.03533148801	2.17262110779378	0.548680185739567	3.95972219201847	7.50370017458447e-05	0.000234235605050767
gene-YNCI0012	gene-YNCI0012	29.4447339411929	-3.40152140320857	0.859050177538505	-3.95963063875405	7.50657726959689e-05	0.000234235605050767
gene-YPL100W	gene-YPL100W	310.709288452382	-1.83807071487491	0.464291917254837	-3.95886864829061	7.53056360617458e-05	0.000234858951231973
gene-YPL244C	gene-YPL244C	223.101223131369	1.77955724777691	0.449579435303482	3.95827101516698	7.54942691221038e-05	0.000235321944783482
gene-YLR419W	gene-YLR419W	151.963679102587	1.89993426760896	0.480708978201067	3.95235860731994	7.7384654658618e-05	0.000241086128901875
gene-YKL068W	gene-YKL068W	424.158446054647	1.78631069925177	0.452643886941617	3.9463930714305	7.93373286324846e-05	0.00024703813599174
gene-YML115C	gene-YML115C	485.457666825702	1.65892673627782	0.420459526393785	3.9455087401781	7.96307271573516e-05	0.000247819962253246
gene-YJR099W	gene-YJR099W	136.710725702508	-1.96995979683661	0.500233409127475	-3.9380812254677	8.21357924747828e-05	0.000255480263688159
gene-YPR200C	gene-YPR200C	73.3653638401149	-2.54639615198037	0.646977263265779	-3.93583561055422	8.29077124198837e-05	0.000257744411700244
gene-YGR037C	gene-YGR037C	548.133577162094	-1.95624987018794	0.497309156456315	-3.93366951883136	8.36587890306543e-05	0.000259941393820977
gene-YGR091W	gene-YGR091W	171.807681262967	1.83439653547381	0.466399794513679	3.93309893583156	8.38577019280774e-05	0.000260421293845572
gene-YPL260W	gene-YPL260W	1243.31196619168	-1.60341053123695	0.40803431468624	-3.92959727534165	8.50882499662995e-05	0.000264102745125923
gene-YDL046W	gene-YDL046W	1714.29102095891	-1.80404418347091	0.459440015025423	-3.92661528049768	8.6149611229504e-05	0.000267255441192375
gene-YFR032C-B	gene-YFR032C-B	50.8691017378071	2.29341911062929	0.584223229563066	3.92558699239761	8.65184944632777e-05	0.00026825771417227
gene-YNR004W	gene-YNR004W	119.774867367947	1.90239974809845	0.484724774032926	3.92470088184356	8.68375702516811e-05	0.00026910457617148
gene-YLR126C	gene-YLR126C	103.935279403118	-2.03075704940835	0.517524818825689	-3.9239800209318	8.70979618010815e-05	0.000269768779623974
gene-YNL243W	gene-YNL243W	299.705785692215	1.77603596206564	0.452753494420761	3.92274379756659	8.75462323012536e-05	0.000271013891431523
gene-YIR024C	gene-YIR024C	160.084610384947	-1.8835951424284	0.480273154222637	-3.92192469195402	8.78444501910912e-05	0.000271793420374655
gene-YKL013C	gene-YKL013C	628.839750257721	-1.75578151558994	0.447741615932751	-3.92141684648239	8.80298269857024e-05	0.000272223176692323
gene-YJR007W	gene-YJR007W	1196.23349269579	1.65955073708177	0.423225386589546	3.92119846697958	8.81096547584567e-05	0.000272326252200676
gene-YDR225W	gene-YDR225W	2362.11400355154	-2.22003240701407	0.566326071172087	-3.92006040339873	8.85267775329383e-05	0.000273471168781867
gene-YBR017C	gene-YBR017C	652.558829667933	1.58898466215894	0.405369888480775	3.91983891086252	8.86081754912763e-05	0.000273578325699739
gene-YFR018C	gene-YFR018C	122.518749594901	-1.95783812485563	0.499746015284836	-3.91766630443214	8.94103599627493e-05	0.000275909630296008
gene-YLR068W	gene-YLR068W	365.801138481344	2.02328892443334	0.516712395049689	3.91569651476771	9.01435842638421e-05	0.000278025788853777
gene-YDR063W	gene-YDR063W	255.334879185439	-1.90117492293351	0.485573236035787	-3.91532065987547	9.02841342791129e-05	0.000278312723406718
gene-YMR122W-A	gene-YMR122W-A	1408.42198408593	-1.54884994447514	0.395642125742998	-3.91477510532143	9.0488511406366e-05	0.000278796008052123
gene-YOR111W	gene-YOR111W	154.409022375789	-1.88122797997104	0.480623166576456	-3.91414336801799	9.07257205596725e-05	0.000279379887128287
gene-YMR145C	gene-YMR145C	1111.88252614389	-2.08005529247289	0.531516080958077	-3.91343811973386	9.09912259509264e-05	0.00027990315671984
gene-YIL158W	gene-YIL158W	69.1956253427011	-2.40446585081999	0.614406477197733	-3.91347738029487	9.09764262255472e-05	0.00027990315671984
gene-YOR242C	gene-YOR242C	44.9832979356573	2.55730382363926	0.653845618091335	3.9111737585768	9.18486615303439e-05	0.000282244286769792
gene-YGR087C	gene-YGR087C	132.92351424661	-2.81190682010218	0.718933442946503	-3.91121994350097	9.18310969050671e-05	0.000282244286769792
gene-YLR195C	gene-YLR195C	361.386303537238	2.12434922101493	0.543221682339188	3.91064880154854	9.20485314950326e-05	0.000282710146285478
gene-YFL062W	gene-YFL062W	114.077076807332	-2.02559028646052	0.518036927297567	-3.91012721241201	9.2247525975691e-05	0.000283172829999802
gene-YOL064C	gene-YOL064C	311.790851641146	1.78309969829522	0.456138671523746	3.90911757676393	9.2633872886777e-05	0.000284209844681955
gene-YMR242W-A	gene-YMR242W-A	15.7310602105364	3.86390545453321	0.988594824376269	3.9084823825282	9.287771876061e-05	0.000284808795173242
gene-YOL028C	gene-YOL028C	66.5423302095985	2.28145445890524	0.583884088885117	3.90737562871683	9.33040414786741e-05	0.000285966389817161
gene-YLL023C	gene-YLL023C	617.07514986119	-1.631893044105	0.41767717859546	-3.90706777323249	9.34229558586961e-05	0.000286181094385138
gene-YDR012W	gene-YDR012W	1757.2047946106	1.78556579713288	0.457337294251625	3.90426457578697	9.45123428780503e-05	0.00028936685427953
gene-YDR423C	gene-YDR423C	358.997831940786	-1.77728630455739	0.455262691198263	-3.90386987319239	9.46666933993468e-05	0.000289687995423184
gene-YLR183C	gene-YLR183C	96.6498311996543	-3.24774826729552	0.832075796151947	-3.90318800560622	9.49339022582279e-05	0.000290353976776209
gene-YML085C	gene-YML085C	635.771187147798	-2.02555094893929	0.5191420954382	-3.9017274205621	9.55086719586262e-05	0.000291959442412147
gene-YBR244W	gene-YBR244W	71.0146211988963	2.15346420958174	0.551989292596609	3.90127895316889	9.56858112648674e-05	0.000292348355022602
gene-YER012W	gene-YER012W	641.807317967461	-1.66817666359238	0.427785440547733	-3.89956390628081	9.63661002613894e-05	0.000294273331194451
gene-YDR356W	gene-YDR356W	115.482963297153	-2.06841191029372	0.530709410440608	-3.89744720858911	9.72120045734239e-05	0.000296701777377042
gene-YLR362W	gene-YLR362W	476.356878072861	-1.73626611478508	0.445584848312687	-3.89660043729016	9.75523624550548e-05	0.000297585514010029
gene-YMR244C-A	gene-YMR244C-A	165.346281919312	-1.84383753167201	0.473446923144634	-3.89449680953726	9.84027869545913e-05	0.000300023489428965
gene-YPR116W	gene-YPR116W	29.9183411309946	-3.58462112341564	0.920500267289388	-3.89420975832123	9.85193731504282e-05	0.000300222668336138
gene-YIL090W	gene-YIL090W	551.508047127247	1.67437473834874	0.429995273539233	3.89393754160873	9.86300547559265e-05	0.000300403656113084
gene-YIL009W	gene-YIL009W	321.824280048718	1.65582089580034	0.425691852405487	3.88971714267885	0.000100361132263361	0.000305517230595898
gene-YCR024C-A	gene-YCR024C-A	1221.13023836684	1.5333417902509	0.394255189762728	3.88921142971815	0.000100570473806751	0.000305995462382412
gene-YPL164C	gene-YPL164C	157.717660285552	-2.01552392359813	0.518400131839991	-3.88796954284002	0.000101086307300431	0.000307405244994093
gene-YML101C	gene-YML101C	84.5430021209644	-2.11232092842193	0.543415062619846	-3.88712252148158	0.000101439559830232	0.000308319409406159
gene-YPL041C	gene-YPL041C	27.5349723608297	2.93385787090997	0.75548867169012	3.88339095058378	0.000103009741693357	0.000312929490196055
gene-YDR100W	gene-YDR100W	104.491222498726	-2.35734571340273	0.607085709348852	-3.88305255271315	0.000103153262603885	0.000313203037361821
gene-YDR306C	gene-YDR306C	404.872934577716	-1.81136289841943	0.466705176324074	-3.88117164820483	0.000103954435586275	0.000315472087683322
gene-YLR190W	gene-YLR190W	394.711188351193	-1.91670427746897	0.493882959532125	-3.88088764853264	0.000104075914596403	0.00031567717855574
gene-YKL072W	gene-YKL072W	122.116702263217	1.8796329695673	0.484607715799738	3.87866909313521	0.000105029508826921	0.000318404675568983
gene-YNL242W	gene-YNL242W	90.7986030789095	-2.35997118643998	0.608802107098528	-3.87641757300627	0.000106005698222989	0.000321197814015544
